famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.4994271000032313,0.5327977999695577,12.324247100041248,12.357552300032694,12.357552300032694,12.390740500006359,2.5003153999568895,2.5335299999569543,,,,,,,
