id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,fixationPoint.stopped,audCueStart.started,distractor.started,distractor.stopped,target.started,target.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,perceivedTime,pTemporalError,sapce2pass_2.keys,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
1,-33,0.85,met,19,green,red,high_Expectation,,,,,0,79,79,18,0.0011995000531896949,,,,,,,,,,,,,,None,0.19305555555555556,-0.001388888888888889,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-33,0.85,met,112,green,red,high_Expectation,,,,,0,80,80,111,0.0012567999656312168,,,,,,,,,,,,,,None,0.19305555555555556,-0.001388888888888889,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-167,0.85,met,37,green,red,high_Expectation,,,,,0,81,81,36,0.001130899996496737,,,,,,,,,,,,,,None,0.19305555555555556,-0.002777777777777778,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-233,0.85,met,253,green,red,high_Expectation,,,,,0,82,82,252,0.0012239000061526895,,,,,,,,,,,,,,None,0.19305555555555556,-0.002777777777777778,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,100,0.85,met,235,green,red,high_Expectation,,,,,0,83,83,234,0.0011789999553002417,,,,,,,,,,,,,,None,0.19305555555555556,-0.002777777777777778,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-233,0.85,met,264,green,red,high_Expectation,,,,,0,84,84,263,0.0012045999756082892,,,,,,,,,,,,,,None,0.19305555555555556,-0.004166666666666667,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-300,0.85,met,135,green,red,high_Expectation,,,,,0,85,85,134,0.001130299991928041,,,,,,,,,,,,,,None,0.19305555555555556,-0.004166666666666667,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,300,0.85,met,151,green,red,high_Expectation,,,,,0,86,86,150,0.001256300020031631,,,,,,,,,,,,,,None,0.19305555555555556,-0.004166666666666667,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,300,0.85,met,167,green,red,high_Expectation,,,,,0,87,87,166,0.0011590999783948064,,,,,,,,,,,,,,None,0.19305555555555556,-0.004166666666666667,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,100,0.85,met,5,green,red,high_Expectation,,,,,0,88,88,4,0.0012397000100463629,,,,,,,,,,,,,,None,0.19305555555555556,-0.004166666666666667,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,233,0.85,met,21,green,red,high_Expectation,,,,,0,89,89,20,0.001221099984832108,,,,,,,,,,,,,,None,0.19305555555555556,-0.005555555555555556,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-100,0.85,met,242,green,red,high_Expectation,,,,,0,90,90,241,0.0011841999948956072,,,,,,,,,,,,,,None,0.19305555555555556,-0.005555555555555556,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,-300,0.85,met,48,green,red,high_Expectation,,,,,0,91,91,47,0.001218999968841672,,,,,,,,,,,,,,None,0.19305555555555556,-0.005555555555555556,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,300,0.15,unmet,101,red,green,high_Expectation,,,,,0,92,92,100,0.0011818999773822725,,,,,,,,,,,,,,None,0.19305555555555556,-0.005555555555555556,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,167,0.85,met,246,green,red,high_Expectation,,,,,0,93,93,245,0.001127899973653257,,,,,,,,,,,,,,None,0.19305555555555556,-0.005555555555555556,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
1,167,0.15,unmet,237,red,green,high_Expectation,,,,,0,94,94,236,0.0010967999696731567,,,,,,,,,,,,,,None,0.19305555555555556,-0.008333333333333333,865254,001,2023-02-23_22h29.57.389,expectation_shapes_perceived_time,2022.2.4,60.23435985073935,
