famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.004524000003584661,0.5147908000071766,0.5147908000071766,0.7650649999995949,0.7982424000074388,0.8651012000045739,0.8987952000024961,2.499663700000383,2.5656770000059623,2.5983976000134135,3.065972399999737,,,,,,,
