famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002489999998942949,0.49953180000011344,0.49953180000011344,0.5329044999962207,1.0324258000036934,1.0660222000005888,1.2664947000012035,1.2999278999923263,2.499940099995001,2.499940099995001,2.5335487999982433,3.000062399994931,,,,,,,
