famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0029816999995091464,0.49979589999929885,11.427365899999131,0.5326468999992358,12.610747099999571,12.64448750000156,12.777688599999237,12.811090400002286,2.499406499999168,2.499406499999168,2.5327641000003496,13.928091800000402,,,,,,,
