famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.685617490000004,8.719180689998757,270.0000000000002,10.735550689999945,10.735550689999945,601820,001,2023-01-10_16h35.51.871,expectation_shapes_perceived_time,2022.2.4,60.38661929103737,
