famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.341456570000082,10.37450417,270.0,12.873760070000207,12.391382870000234,897911,001,2023-01-08_14h09.59.157,expectation_shapes_perceived_time,2022.2.4,59.98505172498148,
,,,,13.29178877000013,13.325456969999868,270.0,15.826958170000216,15.343555470000501,,,,,,,
