famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueStart.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.336179300004734,11.369068500000868,270.0,13.37061189999513,13.37061189999513,,,,,,,,,,,,,,,,,,830370,001,2023-02-21_14h44.05.857,expectation_shapes_perceived_time,2022.2.4,60.18458611936673,
,,,,0,0,0,0,,,,,,0.002172899985453114,0.4988967999815941,0.4988967999815941,1.8657547000038903,1.8992942000040784,2.0993868999939878,2.13222119997954,2.499902599985944,2.5163148999854457,2.5497712999931537,3.015849099989282,17.121331699978327,space,14.61674449997372,,,,830370,001,2023-02-21_14h44.05.857,expectation_shapes_perceived_time,2022.2.4,60.18458611936673,
,,,,1,0,1,0,,,,,,0.0019041000050492585,0.49930440000025555,0.49930440000025555,0.6987628000206314,0.7323773000098299,0.8658992000273429,0.8991235000139568,2.4998091000015847,2.4998091000015847,2.5329887000261806,2.999687100003939,6.4011685000150464,space,3.8955677000049036,-0.9611236402242134,0.9282932117021836,0.5320158000104129,830370,001,2023-02-21_14h44.05.857,expectation_shapes_perceived_time,2022.2.4,60.18458611936673,
,,,,,,,,,,,,,0.001903099997434765,0.49845709998044185,0.49845709998044185,2.032299899990903,2.0656386999762617,2.1996638999844436,2.232438499981072,2.5157018000027165,2.4987899999832734,2.5323556999792345,2.9987699999765027,,,,0.6160334758706771,0.2190583822572043,0.5319764000014402,,,,,,,
