famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0.004620499996235594,0.4985255999927176,0.4985255999927176,0.5319864999910351,0.9485310999880312,0.9823605999990832,1.1154860999959055,1.148856199986767,2.499446599991643,2.5326154999929713,3.032945099999779,3.032945099999779,space,6.499319399998058,,,,469989,001,2023-02-20_14h42.28.635,expectation_shapes_perceived_time,2022.2.4,60.838241458136274,
,,,,1,0,1,0,0.001910100007080473,0.4978854000073625,0.4978854000073625,,1.0318510000070091,1.0651706000062404,1.0651706000062404,1.0985721000033664,2.5154378000006545,2.532156200002646,3.0326263000024483,3.0326263000024483,space,8.02642460000061,-0.23046875,0.01953125,2.565597200009506,469989,001,2023-02-20_14h42.28.635,expectation_shapes_perceived_time,2022.2.4,60.838241458136274,
,,,,,,,,0.004250999991199933,0.49658729998918716,0.49658729998918716,0.5295331999950577,1.9301660999917658,1.963434999997844,2.1634633999929065,2.1968908999988344,2.5135842000017874,2.530208899988793,,,,,0.11458333333333333,0.048177083333333336,2.563486200000625,,,,,,,
