famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.003074499996728264,0.4991984000080265,0.4991984000080265,0.532548000002862,0.949188900005538,0.9826536000036867,1.0492156999971485,1.0828196999937063,2.4999421999964397,2.516612899999018,2.549912700007553,3.032821700006025,,,,,,,
