famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialCycle.thisRepN,trialCycle.thisTrialN,trialCycle.thisN,trialCycle.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,text.started,text.stopped,space2pass.keys,space2pass.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,12.717727560001004,12.751496360000965,270.0000000000002,14.785262360001434,14.785262360001434,,,,,076644,001,2023-01-10_18h02.25.993,expectation_shapes_perceived_time,2022.2.4,59.99167315565334,
,,,,0,0,0,0,,,,,,17.804308000002493,18.004500900002313,space,1.2469597999952384,076644,001,2023-01-10_18h02.25.993,expectation_shapes_perceived_time,2022.2.4,60.52788792136032,
