id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,responsePointer.stopped,perceivedTime,pTemporalError,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,33,0.85,met,69,green,red,high_Expectation,,,,,0,0,0,68,0.03805690002627671,0.530322500038892,0.530322500038892,0.5626263000303879,0.696218500030227,0.729547500028275,0.729547500028275,0.7625695000169799,2.5145839000470005,2.5641087000258267,3.0810824000509456,3.53137300000526,1365.5487575843154,1214.8043032233986,space,1.0006374000222422,,,,193448,001,2023-02-23_15h30.19.279,expectation_shapes_perceived_time,2022.2.4,60.314431192587776,
1,-233,0.85,met,97,green,red,high_Expectation,,,,,0,1,1,96,0.0033880999544635415,0.498053599963896,0.498053599963896,,1.1138349999673665,0.8807627999922261,1.1473073999513872,0.9141228999942541,2.5153959000017494,2.5316486999508925,3.0482217999524437,3.6822733999579214,996.1661696428123,406.16103946530075,space,1.155085299978964,-0.7998578751549645,-0.3594909147716354,2.5651815999881364,193448,001,2023-02-23_15h30.19.279,expectation_shapes_perceived_time,2022.2.4,60.314431192587776,
1,100,0.85,met,110,green,red,high_Expectation,,,,,0,2,2,109,0.003955700027290732,0.497637799999211,0.497637799999211,,0.9477134000044316,1.0477168000070378,0.9810948999947868,1.0812025999766774,2.514601400005631,2.530885100015439,3.0492788000265136,3.632385600009002,1770.1795577890166,1341.5242855366257,space,1.1021237000240944,0.008635628682840624,-0.716952187862155,2.5642493999912404,193448,001,2023-02-23_15h30.19.279,expectation_shapes_perceived_time,2022.2.4,60.314431192587776,
1,300,0.85,met,161,green,red,high_Expectation,,,,,0,3,3,160,0.004333999997470528,0.4980278000002727,0.4980278000002727,,1.2483185000019148,1.5482474000309594,1.2813616000348702,1.581592999980785,2.515163400035817,2.5313378000282682,3.048073999991175,3.6147505000117235,223.55844729827925,-508.50393443306666,space,1.091621200030204,-0.4975609693395091,0.5650143307577378,2.564920200034976,193448,001,2023-02-23_15h30.19.279,expectation_shapes_perceived_time,2022.2.4,60.314431192587776,
1,233,0.85,met,191,green,red,high_Expectation,,,,,0,4,4,190,0.0020759000326506793,0.4992311000241898,0.4992311000241898,0.5325523000210524,1.4333507000119425,1.6667177000199445,1.4667176000075415,1.7000018000253476,2.500238700013142,2.5335374000133015,3.0505759000079706,3.4996022999985144,811.2966255045544,-108.5573133686454,space,0.992487000010442,0.5550728923881387,0.6558986033087082,,193448,001,2023-02-23_15h30.19.279,expectation_shapes_perceived_time,2022.2.4,60.314431192587776,
,,,,,,,,,,,,,,,,0.003048699989449233,0.499063000024762,0.499063000024762,0.5325105999945663,1.8854750000173226,1.983899399987422,1.9187254999997094,2.01736019999953,2.5013357999850996,2.5345934000215493,3.0505661999923177,,,,,,0.6469342297489813,-0.9603262506543162,2.567777800024487,,,,,,,
