famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,25.753159266667595,25.7864570666609,,,,,,,
