famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0.012843300006352365,0.5299244000052568,0.5299244000052568,0.5639414000033867,1.1804752000025474,1.214266900002258,1.214266900002258,1.2644005000183824,2.5148862000205554,2.7819514000148047,2.8160442000080366,3.3479005999979563,6.6312008000095375,space,4.108794500003569,,,492334,001,2023-02-21_14h22.49.417,expectation_shapes_perceived_time,2022.2.4,59.854469848747705,
,,,,1,0,1,0,0.0077182999812066555,0.511782099987613,0.511782099987613,,0.830050399992615,0.996699199982686,0.8634722999995574,1.030972099979408,2.513909400004195,2.513909400004195,,3.1111169999931008,8.245344800001476,space,5.721291099995142,0.34173710738289764,0.2696483847728375,492334,001,2023-02-21_14h22.49.417,expectation_shapes_perceived_time,2022.2.4,59.854469848747705,
,,,,,,,,0.0045931000204291195,0.5172307000029832,0.5172307000029832,0.5504585000162479,0.8670974000124261,1.0656850000086706,0.9008253000210971,1.1149876000126824,2.5011555000091903,2.601810000021942,,3.117596700001741,,,,0.012990927752233983,0.0908996069989847,,,,,,,
