famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,15.012866049990407,15.046297149994643,270.0000000000002,17.0644717499963,17.0644717499963,291466,001,2023-01-09_15h26.58.263,expectation_shapes_perceived_time,2022.2.4,60.37772303490182,
1,0,1,0,18.030579049998778,18.06437895000272,270.0000000000002,20.081707749995985,20.081707749995985,291466,001,2023-01-09_15h26.58.263,expectation_shapes_perceived_time,2022.2.4,60.37772303490182,
,,,,20.88307204999728,20.916046450001886,,,,,,,,,,
