famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,270.00000000000057,626583,001,2023-01-04_20h10.21.588,expectation_shapes_perceived_time,2022.2.4,60.79426491073681,
,,,,270.00000000000057,,,,,,,
