id,delay,expectation,congruency,trial_num,stim_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,perceivedTime,pTemporalError,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueStart.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,300,0.85,met,27,green,high_Expectation,,,,,0,0,0,26,0.043336400005500764,0.5479407000239007,0.5479407000239007,1.4320139000192285,1.4651479000458494,1.599027800024487,1.6346946000121534,2.5150573000428267,2.549498400010634,2.5825456000166014,3.0492761000059545,6.750339200021699,1573.8809462805239,680.6061454480289,space,4.2207880000351,,,,163307,001,2023-02-22_12h56.13.241,expectation_shapes_perceived_time,2022.2.4,59.81820052643642,
1,33,0.85,met,235,green,high_Expectation,,,,,0,1,1,234,0.0023652000236324966,0.4986794000142254,0.4986794000142254,1.382569900015369,1.4156851000152528,1.6817397000268102,1.7157227999996394,2.4993946999893524,2.4993946999893524,2.532591700030025,2.999633300001733,6.333908100030385,190.27240559339975,-693.3819290143753,space,3.82768709998345,-0.22916666666666666,0.05416666666666667,0.531869700003881,163307,001,2023-02-22_12h56.13.241,expectation_shapes_perceived_time,2022.2.4,59.81820052643642,
,,,,,,,,,,,,,,,0.0023872999590821564,0.49906770000234246,0.49906770000234246,1.1835182999493554,1.2162776999757625,1.482850199972745,1.5156573999556713,2.4992588000022806,2.4992588000022806,2.5328466999926604,2.999656400003005,,,,,,0.08888888888888889,0.13055555555555556,,,,,,,,
