famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,responsePointer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0034530999982962385,0.49936479999450967,0.49936479999450967,1.0994313999981387,1.1326669999980368,1.2659499000001233,1.2991642999986652,2.4998944999970263,2.516297800000757,3.0162917999987258,3.0162917999987258,,,,,,,
