famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,006235,001,2023-01-03_00h26.51.205,expectation_shapes_perceived_time,2022.2.4,59.93148632553436,
1,0,1,0,006235,001,2023-01-03_00h26.51.205,expectation_shapes_perceived_time,2022.2.4,59.93148632553436,
2,0,2,0,006235,001,2023-01-03_00h26.51.205,expectation_shapes_perceived_time,2022.2.4,59.93148632553436,
