famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0023848999990150332,0.4986819000041578,0.4986819000041578,1.1156721000006655,1.1489711000031093,1.2157276999932947,1.248612499999581,2.4992949000006774,2.4992949000006774,2.5328899000014644,2.9997373999940464,,,,,,,
