famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,14.213698349994957,14.246752949999063,270.00000000000057,16.314687949998188,16.314687949998188,,,,,,,,,,,,424509,001,2023-02-21_17h14.55.646,expectation_shapes_perceived_time,2022.2.4,61.150485229725064,
,,,,,,,,,,,,,0.0022607999853789806,0.515686700004153,0.515686700004153,0.548649700009264,1.282768400007626,1.3158419000101276,1.5164555000083055,1.5497901999915484,2.4997636000043713,2.5501516000076663,3.0670979999995325,,,,,,,
