famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002418000003672205,0.4980760000034934,0.4980760000034934,1.0667250999977114,1.0994962999975542,1.2998530999902869,1.3331768999923952,2.49862879999273,2.514270799991209,3.002044399996521,,,,,,,
