famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.976583730001584,11.010030229992116,270.0000000000002,13.028946429994539,13.028946429994539,,,,,,,,,,,,599480,001,2023-02-21_14h47.43.802,expectation_shapes_perceived_time,2022.2.4,60.307483736503315,
,,,,,,,,,,,,,0.005799100006697699,0.5127950000169221,0.5127950000169221,0.5463237999938428,1.3628413999977056,1.396533699997235,1.396533699997235,1.4301357000076678,2.5140708000108134,2.5305623000022024,3.0303388999891467,,,,,,,
