famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,33.472111560000485,33.50503396000022,269.9999999999998,36.00808565999978,35.50783745999979,313327,001,2023-01-08_14h01.12.909,expectation_shapes_perceived_time,2022.2.4,59.69796412019833,
1,0,1,0,36.47468676000062,36.50812525999936,269.9999999999998,39.00842915999965,38.50703086000067,313327,001,2023-01-08_14h01.12.909,expectation_shapes_perceived_time,2022.2.4,59.69796412019833,
,,,,39.49228496000069,39.52550406000046,269.9999999999998,42.026328559999456,41.5267697599993,,,,,,,
