famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,287291,001,2023-01-03_00h28.02.901,expectation_shapes_perceived_time,2022.2.4,59.34665269904291,
1,0,1,0,287291,001,2023-01-03_00h28.02.901,expectation_shapes_perceived_time,2022.2.4,59.34665269904291,
