famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.004362099993159063,0.031413599994266406,10.72557379999489,10.75895550000132,12.309001219997299,12.343038799997885,,,,,,,
