famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.00384180000401102,0.4999002999975346,0.4999002999975346,1.1003568000014639,1.133346900009201,1.3998996000009356,1.4331453000049805,2.500543700007256,2.500543700007256,3.000717500006431,,,,,,,
