famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,786630,001,2023-01-02_22h34.51.943,expectation_shapes_perceived_time,2022.2.4,59.648289824422775,
1,0,1,0,786630,001,2023-01-02_22h34.51.943,expectation_shapes_perceived_time,2022.2.4,59.648289824422775,
