famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,35.80125326000016,35.8351971600001,270.00000000000034,37.8019144599999,37.8019144599999,349974,001,2023-01-10_14h00.47.686,expectation_shapes_perceived_time,2022.2.4,59.1880932491715,
1,0,1,0,43.85469795999925,43.88726246000042,270.00000000000034,45.85536615999954,45.85536615999954,349974,001,2023-01-10_14h00.47.686,expectation_shapes_perceived_time,2022.2.4,59.1880932491715,
2,0,2,0,55.85914675999957,55.89243336000036,270.00000000000034,57.86010216000032,57.86010216000032,349974,001,2023-01-10_14h00.47.686,expectation_shapes_perceived_time,2022.2.4,59.1880932491715,
