famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.268859619999422,10.301801219987102,90.0,11.30298321999435,12.304135619979935,,,,,,,
