famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,8.564673980000588,8.598552680000648,270.0000000000002,10.61640598000049,10.61640598000049,284711,001,2023-01-10_16h41.09.791,expectation_shapes_perceived_time,2022.2.4,60.38297296752923,
,,,,0,0,0,0,,,,,,284711,001,2023-01-10_16h41.09.791,expectation_shapes_perceived_time,2022.2.4,59.92631460408132,
,,,,1,0,1,0,,,,,,284711,001,2023-01-10_16h41.09.791,expectation_shapes_perceived_time,2022.2.4,59.762968115538655,
,,,,2,0,2,0,,,,,,284711,001,2023-01-10_16h41.09.791,expectation_shapes_perceived_time,2022.2.4,60.87794519907056,
