famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0025610000011511147,0.49858460000541527,0.49858460000541527,0.5321177000005264,1.5666342000040459,1.5993426000059117,1.866627299998072,1.8997608000063337,2.4995231999928365,2.4995231999928365,2.533335000000079,2.9998999999952503,,,,,,,
