famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,17.96922753000981,18.003006030025425,270.0,20.004106030019464,20.004106030019464,,,,,,,,,,,,,678863,001,2023-02-21_14h46.42.677,expectation_shapes_perceived_time,2022.2.4,60.08156674408983,
,,,,,,,,,,,,,0.0021650000126101077,0.49938839999958873,0.49938839999958873,0.5329913000168744,1.6833093999885023,1.7164726000046358,1.9161549000127707,1.9494387000158895,2.5000139999901876,2.5000139999901876,2.53340039998875,3.0005942000134382,,,,,,,
