famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,target.started,target.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.850240469999335,10.883828669999275,270.0000000000002,12.901828669999304,12.901828669999304,,,747106,001,2023-01-10_17h38.08.668,expectation_shapes_perceived_time,2022.2.4,60.08080868837662,
,,,,0,0,0,0,,,,,,16.73616369999945,16.769260799999756,747106,001,2023-01-10_17h38.08.668,expectation_shapes_perceived_time,2022.2.4,60.03370291973623,
,,,,1,0,1,0,,,,,,21.187697399996978,21.221011499997985,747106,001,2023-01-10_17h38.08.668,expectation_shapes_perceived_time,2022.2.4,59.938922238059725,
,,,,2,0,2,0,,,,,,24.572384399998555,24.60563489999913,747106,001,2023-01-10_17h38.08.668,expectation_shapes_perceived_time,2022.2.4,60.01882190219533,
,,,,3,0,3,0,,,,,,28.873971699998947,28.907620199999656,747106,001,2023-01-10_17h38.08.668,expectation_shapes_perceived_time,2022.2.4,60.000672007841295,
,,,,,,,,,,,,,41.77775539999857,41.813750499997695,,,,,,,
