famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0026490000018384308,0.5129687000007834,0.5129687000007834,0.5464849999989383,0.7635392000083812,0.7964298000151757,0.8628347000048961,0.89647090001381,2.5140033999923617,2.564041300007375,3.0808729999989737,,,,,,,
