famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,269.9999999999998,974757,001,2023-01-04_16h20.08.667,expectation_shapes_perceived_time,2022.2.4,59.51371344605516,
1,0,1,0,269.9999999999998,974757,001,2023-01-04_16h20.08.667,expectation_shapes_perceived_time,2022.2.4,59.51371344605516,
,,,,269.9999999999998,,,,,,,
