famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.465176799999245,10.498852300001818,270.0,12.49948210000257,12.49948210000257,349070,001,2023-01-10_16h39.02.815,expectation_shapes_perceived_time,2022.2.4,59.888057243761565,
