famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,699664,001,2023-01-02_23h32.48.444,expectation_shapes_perceived_time,2022.2.4,59.49119560027733,
