famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,fixationPoint.stopped,audCueStart.started,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.02208349999273196,0.5157694999943487,0.5157694999943487,0.549234299978707,0.8992089999956079,0.9322605999768712,0.9322605999768712,0.9659843000117689,2.500075399992056,2.5329163999995217,2.566599000012502,3.049913100025151,,,,,,,
