famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002668799992534332,0.032259600004181266,10.85136970000167,10.884523800006718,12.118689920006727,,,,,,,
