famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0028994000022066757,0.4989790000108769,0.4989790000108769,0.5322024000051897,1.833263500011526,1.8660146000038367,1.9994972000131384,2.0329959000082454,2.5000044000044,2.5000044000044,2.533255400005146,2.999596100009512,,,,,,,
