famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueStart.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0.002815400017425418,0.4995377000013832,0.4995377000013832,0.9658488999994006,0.9993732000002638,1.0673834000190254,1.1007259000034537,2.4999979000131134,2.5162976999999955,2.55020220001461,3.0165549000084866,29.026845300017158,space,26.521277899999404,,,,748367,001,2023-02-21_00h02.15.682,expectation_shapes_perceived_time,2022.2.4,60.44889348810811,
,,,,1,0,1,0,0.004171199980191886,0.49586209998233244,0.49586209998233244,0.9294614999962505,0.9632506999769248,1.2301136999740265,1.263234799989732,2.5151851999980863,2.5151851999980863,2.5481047999928705,3.014071799989324,19.937223099987023,space,17.41317590000108,0,0,0.529146299988497,748367,001,2023-02-21_00h02.15.682,expectation_shapes_perceived_time,2022.2.4,60.44889348810811,
,,,,2,0,2,0,0.004872700024861842,0.5120942000066862,0.5120942000066862,1.2294321000226773,1.2628153000259772,1.2628153000259772,1.2956739000219386,2.5122812000045087,2.5290620000159834,,3.0294741000107024,20.269419000018388,space,17.74124929998652,0,0,0.5454013000125997,748367,001,2023-02-21_00h02.15.682,expectation_shapes_perceived_time,2022.2.4,60.44889348810811,
,,,,3,0,3,0,0.0038481999945361167,0.49739529998623766,0.49739529998623766,0.8805091999820434,0.9138977999973577,1.1135863999952562,1.1476408999878913,2.5142626999877393,2.5142626999877393,,3.015493399987463,5.349886599986348,space,2.8217796999961138,0,0,0.530451999977231,748367,001,2023-02-21_00h02.15.682,expectation_shapes_perceived_time,2022.2.4,60.44889348810811,
,,,,,,,,0.005287400010274723,0.5120900000038091,0.5120900000038091,1.097003600007156,1.1304918999958318,1.1975544999877457,1.2306130999932066,2.5133759999880567,2.5303476999979466,,3.0304121999943163,,,,0,0,,,,,,,,
