famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,11.390561100000923,0.49878330000137794,11.890845999998419,0.5327973999992537,12.407519299998967,12.440922599998885,12.641275599999062,12.674982000000455,2.4991614999999,2.4991614999999,2.5329935000008845,14.391436899997643,space,8.117230600004405,,,034078,001,2023-02-19_15h26.32.218,expectation_shapes_perceived_time,2022.2.4,59.96951150032931,
,,,,1,0,1,0,22.011276900000667,0.4984848000021884,22.511232999997446,0.5316235000027518,23.69555709999986,23.72850810000091,23.995144399999845,24.02838939999856,2.4994216000013694,2.4994216000013694,,25.012435900000128,space,8.731104200003756,-0.0013020833333333333,0.0026041666666666665,034078,001,2023-02-19_15h26.32.218,expectation_shapes_perceived_time,2022.2.4,59.96951150032931,
,,,,2,0,2,0,33.24903930000073,0.49922220000007655,33.74910529999761,,34.88301099999808,34.91658209999878,34.84946940000009,34.88301099999808,2.4994039999983215,2.4994039999983215,,36.25003640000068,space,4.698065600001428,0.1796875,0.17317708333333334,034078,001,2023-02-19_15h26.32.218,expectation_shapes_perceived_time,2022.2.4,59.96951150032931,
,,,,3,0,3,0,40.46694989999742,0.5088226000007126,40.96815670000069,,42.269066900000325,42.30232790000082,42.16871499999979,42.20245769999747,2.5092418000022008,2.5092418000022008,2.5424354000024323,43.469518199999584,space,5.511309900000924,-0.18098958333333334,-0.1640625,034078,001,2023-02-19_15h26.32.218,expectation_shapes_perceived_time,2022.2.4,59.96951150032931,
,,,,,,,,48.48807210000086,0.49805360000027576,48.98801959999764,0.5312795999998343,,,,,,,,,,,-0.005208333333333333,0.006510416666666667,,,,,,,
