famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002187900012359023,0.49965830000292044,0.49965830000292044,0.5330355000041891,1.917019700005767,1.9506281000067247,2.0171669000119437,2.0504564000002574,2.5005980000132695,2.5005980000132695,2.5338860000047134,3.000633600007859,,,,,,,
