famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,098201,001,2023-01-02_23h54.34.549,expectation_shapes_perceived_time,2022.2.4,59.89914182754303,
1,0,1,0,098201,001,2023-01-02_23h54.34.549,expectation_shapes_perceived_time,2022.2.4,59.89914182754303,
2,0,2,0,098201,001,2023-01-02_23h54.34.549,expectation_shapes_perceived_time,2022.2.4,59.89914182754303,
