famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0043932000116910785,0.4982235000061337,0.4982235000061337,0.531581000002916,1.9326614000019617,1.9661857000028249,2.0324351000017487,2.0654891000012867,2.499217700009467,2.499217700009467,2.532168500008993,2.999280000003637,,,,,,,
