famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,target.started,target.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.970834379998996,12.004387279999355,270.0,14.004645079997863,14.004645079997863,,,834870,001,2023-01-10_17h29.39.095,expectation_shapes_perceived_time,2022.2.4,60.23396075075305,
,,,,,,,,,,,,,17.772771599997213,17.806004300000495,,,,,,,
