id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,fixationPoint.stopped,audCueStart.started,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,sapce2pass_2.started,responsePointer.started,responsePointer.stopped,perceivedTime,pTemporalError,sapce2pass_2.keys,x_coord,y_coord,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,33,0.15,unmet,81,red,green,high_Expectation,,,,,0,0,0,80,0.019381800026167184,0.5164053000044078,0.5164053000044078,0.5495771000278182,1.0992665000376292,1.1327931000269018,1.1327931000269018,1.1660868000471964,2.5163262000423856,2.5163262000423856,3.0506373000098392,3.5667057000100613,849.1122461539085,275.1847956515055,None,,,,882208,001,2023-02-23_22h54.31.504,expectation_shapes_perceived_time,2022.2.4,59.69001780179739,
1,100,0.85,met,232,green,red,high_Expectation,,,,,0,1,1,231,0.0013564999680966139,0.49878339999122545,0.49878339999122545,0.5322571999859065,1.7660073000006378,1.8656402999768034,1.7991551999584772,1.8990550999878906,2.4997038999572396,2.516012199979741,3.0161495999782346,3.7159862999687903,106.55004458783735,-1150.8382735322855,None,0.08194444444444444,-0.1597222222222222,2.5326915999758057,882208,001,2023-02-23_22h54.31.504,expectation_shapes_perceived_time,2022.2.4,59.69001780179739,
1,-33,0.85,met,128,green,red,high_Expectation,,,,,0,2,2,127,0.001380499976221472,0.49900179996620864,0.49900179996620864,,1.5196666999836452,1.4870294999564067,1.5723201999790035,1.5196666999836452,2.8160738999722525,2.5027074000099674,3.332707699970342,4.149683900002856,1347.0218160657935,441.802231053,None,0.05555555555555555,0.1597222222222222,2.8495959999854676,882208,001,2023-02-23_22h54.31.504,expectation_shapes_perceived_time,2022.2.4,59.69001780179739,
,,,,,,,,,,,,,,,,0.001428099989425391,0.49664889997802675,0.49664889997802675,0.530308999994304,,1.4516207000124268,,,,,,,,,,-0.1625,-0.08472222222222223,,,,,,,,
