famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,14.831871040005353,14.865149440025561,270.00000000000034,16.832277440014877,16.832277440014877,,,,,,,,070037,001,2023-02-21_14h41.12.063,expectation_shapes_perceived_time,2022.2.4,59.19636202520732,
,,,,,,,,,,,,,0.0026473999896552414,0.49942779997945763,0.49942779997945763,0.8493675999925472,0.8830251999897882,1.149243399995612,1.1828384999826085,,,,,,,
