famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,fixationPoint.stopped,audCueStart.started,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.02815759996883571,0.5317472000024281,0.5317472000024281,0.5651761000044644,1.0144839999848045,1.0477557000122033,1.2482531999703497,1.2849225999671035,2.5156836999813095,2.548910000012256,2.5822511999867857,3.0653468999662437,,,,,,,
