famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,audCueStart.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.020953900006134063,0.5148308000061661,,,,,,,
