famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0038972999900579453,0.49817910000274424,0.49817910000274424,0.5312123999901814,1.4817598999943584,1.5153712000028463,1.5153712000028463,1.5485444999940228,2.498592899995856,2.5152361999935238,2.531905800002278,2.9990416999935405,,,,,,,
