famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.00251869999920018,0.49894879999919794,0.49894879999919794,0.5321473999938462,0.9491592999984277,0.9822527999931481,1.2491477000003215,1.2824077999975998,2.4990292000002228,2.5160040999908233,3.016031599996495,,,,,,,
