famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.398180719999072,11.431963520000135,270.0,13.432438319999346,13.432438319999346,917450,001,2023-01-10_17h25.42.389,expectation_shapes_perceived_time,2022.2.4,60.11884292860352,
