famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,fixationPoint.stopped,audCueStart.started,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.025577899999916553,0.5420649999869056,0.5420649999869056,0.5755783999920823,2.0432447000057437,2.0760107000241987,2.2760511999949813,2.3130550000350922,2.5096299999859184,2.5765896000084467,,,,,,,
