famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.5137159999976575,0.5470878999985871,12.586262400000123,12.61937509999916,12.61937509999916,12.652767399998993,2.5146349999995437,2.5478656999985105,14.235544999999547,,,,,,,
