famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,269.9999999999998,430931,001,2023-01-04_16h21.17.172,expectation_shapes_perceived_time,2022.2.4,59.61479305223973,
,,,,269.9999999999998,,,,,,,
