id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,perceivedTime,pTemporalError,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
1,33,0.85,met,201,green,red,high_Expectation,,,,,0,0,0,200,0.02477710001403466,0.5333704000222497,0.5333704000222497,0.5664416000363417,1.9831390000181273,2.016494099982083,2.016494099982083,2.0501184000167996,2.5003836000105366,2.533937500033062,2.567336400039494,3.03370279999217,4.01732240000274,488.63661950618217,-960.3305442917442,space,1.5135080000036396,,,752597,001,2023-02-23_15h09.22.266,expectation_shapes_perceived_time,2022.2.4,59.88443502270056,
1,-167,0.85,met,37,green,red,high_Expectation,,,,,0,1,1,36,0.00249070004792884,0.5155093000503257,0.5155093000503257,0.5486752000288107,1.415432800014969,1.2483206000179052,1.4489586999989115,1.281729600043036,2.4991905000060797,2.5159099000156857,2.5494786000344902,3.016330900019966,4.216740600008052,844.4353621520199,-56.926929409157424,space,1.7135778000229038,0.19444444444444445,0.006944444444444444,752597,001,2023-02-23_15h09.22.266,expectation_shapes_perceived_time,2022.2.4,59.88443502270056,
1,-100,0.85,met,250,green,red,high_Expectation,,,,,0,2,2,249,0.0020255999988876283,0.49800239998148754,0.49800239998148754,0.5318540000007488,0.8652042000321671,0.7649028000305407,0.8979625999927521,0.7981084000202827,2.4991451000096276,2.4991451000096276,2.532193000020925,2.999285100027919,3.8161943000159226,1504.546974787159,1143.3235852045468,space,1.3120278000133112,0.09305555555555556,-0.175,752597,001,2023-02-23_15h09.22.266,expectation_shapes_perceived_time,2022.2.4,59.88443502270056,
,,,,,,,,,,,,,,,,0.00250550004420802,0.4980636000400409,0.4980636000400409,0.5314138000248931,,,,,,,,,,,,,,-0.19444444444444445,0.002777777777777778,,,,,,,
