famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,018935,001,2023-01-03_00h29.31.503,expectation_shapes_perceived_time,2022.2.4,59.90344762190531,
1,0,1,0,018935,001,2023-01-03_00h29.31.503,expectation_shapes_perceived_time,2022.2.4,59.90344762190531,
2,0,2,0,018935,001,2023-01-03_00h29.31.503,expectation_shapes_perceived_time,2022.2.4,59.90344762190531,
