famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0033226999948965386,0.49881429999368265,0.49881429999368265,0.531858899994404,1.5995880999980727,1.6328156999952625,1.8326283000060357,1.8660093999933451,2.499706200003857,2.5164586000028066,2.5498038999940036,3.0170511000033002,,,,,,,
