famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.4998671999783255,0.5328599999775179,13.592928000027314,13.626675900013652,13.826453600020614,13.8600345000159,2.500839399988763,2.5339733000146225,15.094143600028474,,,,,,,
