famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.005343700002413243,0.5020160999847576,0.5020160999847576,0.5353622999973595,1.7690535000001546,1.8028776999854017,1.8028776999854017,1.852610999980243,2.5033712000004016,2.5697819000051823,3.069540099997539,,,,,,,
