famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.966058210000302,11.99882011000027,270.00000000000034,13.96610990999925,13.96610990999925,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
1,0,1,0,18.418068610000592,18.451228509998874,270.00000000000034,20.418727309999486,20.418727309999486,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
2,0,2,0,35.94216080999995,35.97533740999988,270.00000000000034,37.95987081000003,37.95987081000003,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
3,0,3,0,59.701477110000084,59.73448341000021,270.00000000000034,61.704190809999815,61.704190809999815,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
4,0,4,0,64.83699520999998,64.87039741000062,270.00000000000034,66.83852911000012,66.83852911000012,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
5,0,5,0,67.95472451000005,67.98764841000029,270.00000000000034,69.9542304099994,69.9542304099994,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
6,0,6,0,71.32312290999998,71.35630841000038,270.00000000000034,73.33987100999893,73.33987100999893,661587,001,2023-01-10_13h58.53.938,expectation_shapes_perceived_time,2022.2.4,59.147693565365444,
,,,,87.32879361000032,87.36308140999954,270.00000000000034,89.32955980999922,89.32955980999922,,,,,,,
