famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,clockOutDisk.started,audioCue2Start.started,audioCue2End.started,orientation,clockOutDisk.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.719818999999916,8.970856429999913,11.004581630000757,270.0000000000002,11.504588900001181,,,,,,,
